country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
United States,3592.473306779,3557.2476081450004,3631.8173050070004,3662.2240088929993,3716.191050726999,3811.346490704999,3817.3740496010005,3890.977207740999,3867.3606351550006,3725.3451231970002,3889.2898757230005,3886.6337890060004,3838.802726345001,3876.510978474999,3914.50680973,3914.2991756700003,3921.11069944,3888.30564548,4032.6282674300005,3989.3782487299995,3967.516649773523,4003.9999999999995,4046.4067061737032,4084.6746787370903,4119.331704052163,4150.905568480918,4179.924058385359,4206.9149601274885,4232.406060069303,4256.925144572808,4281.000000000002,4305.158412712884,4329.928169073458,4355.837055443725,4383.412858185684,4413.183363661336,4445.676358232685,4481.419628261728,4520.940960110467,4564.7681401409045,4613.428954715041,4667.451190194875,4727.362632942411,4793.691069319646,4866.964285688584,4947.710068411225,5036.456203849568,5133.730478365616,5240.060678321372,5355.974590078832,5482.0
Brazil,321.99852000000004,304.48298000000005,318.97716000000014,336.86861999999996,353.29366,367.8832799999998,382.53927999999996,404.16758,419.80854,418.53774,459.68232,475.7648000000001,493.05156,508.82972,522.46688,512.9063840000001,513.8860600000002,519.8830110000001,531.1582795000002,537.9698026999998,540.1300085542392,540.9999999999999,543.3335224156496,547.5925604557187,553.6661585937802,561.4433613034049,570.8132130581652,581.6647583316332,593.8870415973803,607.3691073289785,622.0000000000001,637.6687640840165,654.2644440545997,671.676084385322,689.7927295497547,708.5034240214702,727.6972122740402,747.2631387810364,767.090248016031,787.0675844525957,807.0841925643026,827.0291168247232,846.7914017074299,866.2600916859942,885.324231233988,903.8728648249835,921.7950369325522,938.9797920302665,955.3161745916981,970.6932290904185,985.0
South Africa,180.68386,180.28927999999996,190.0491,194.55067999999997,198.1947,203.1450399999999,209.77110000000005,220.39706999999999,213.62507000000002,204.60377,215.04142000000002,218.38128000000006,212.61604000000005,211.54978,211.94894999999997,209.37104,207.07929000000001,208.27537999999996,208.20456000000004,204.91373999999996,199.44404764052697,194.0,190.54709005239502,189.33830067031315,190.1984872010117,192.95250499174793,197.42520938977916,203.4414557423627,210.82609939675578,219.4039957002158,229.0,239.43896764336563,250.54575397757003,262.14521434987057,274.0622041075244,286.121578597789,298.14819316792153,309.96690316517925,321.4025639368196,332.28003083009986,342.4241591922772,351.6598043706091,359.81182171235264,366.7050665647652,372.1643942751042,376.01466019062684,378.08071965859034,378.1874280262522,376.1596406408695,371.8222128496997,365.0
China,1178.0330000000001,1314.7830000000001,1459.429,1676.829,1955.39,2196.1719999999996,2523.947,2891.541999999999,3070.853,3290.103000000001,3716.5536200000006,4182.663560000001,4439.877580000001,4846.246019999999,5078.71756,5273.535637,5585.625151000001,6057.175783999999,6450.426757000001,6802.698896399998,7176.673146905742,7555.999999999998,7913.672598436097,8245.480699516089,8552.913214179198,8837.45905336465,9100.607128011672,9343.846349059495,9568.665627447337,9776.55387411443,9969.0,10147.49291604327,10313.521533183468,10468.574762359825,10614.141514511562,10751.710700577907,10882.771231498085,11008.812018211323,11131.321971656851,11251.790002773894,11371.705022501676,11492.555941779425,11615.831671546366,11743.021122741724,11875.61320630473,12015.096833174608,12162.960914290581,12320.694360591882,12489.786083017736,12671.724992507367,12868.0
India,383.924,391.97998200000006,420.80800000000005,442.12700000000007,470.99299999999994,496.73199999999997,548.192,580.2369999999999,629.0400000000001,680.0880000000001,727.51078,841.7123800000004,891.7130800000002,946.3276168980001,1041.945748669,1093.537703844,1161.5430702050003,1228.624117295,1312.5961626460005,1342.052062961,1314.2031889832501,1273.0,1259.2135591220701,1278.7819327426312,1328.934938075442,1406.9023923342597,1509.9141127328433,1635.199916484951,1779.9896208043408,1941.5130429047708,2117.0,2303.6803093037856,2498.7837880298866,2699.5402533920615,2903.179522604067,3106.931412879663,3308.0257414326084,3503.692325476658,3691.160982225573,3867.6615288931116,4030.423782693031,4176.67756083909,4303.652680545047,4408.578959024659,4488.686213491685,4541.204261159883,4563.362919243012,4552.392004954831,4505.5213355090955,4419.980728119566,4293.0
Japan,936.2350000000002,919.667,932.99,923.6989999999998,953.059,962.9369999999997,980.6100000000001,1020.3129999999998,954.1040000000003,926.6020000000001,1032.074897,997.232672,1000.3067110000002,979.9090710000002,983.9043359999998,962.4429030000002,956.720654,965.224223,963.9000025000004,944.8867834999999,935.1049296964607,933.9999999999999,933.1845735983501,931.096812774802,927.8812755865366,923.6825200907343,918.6451043445761,912.913586405243,906.6325243299152,899.946476175774,893.0,885.9376538597737,878.903995812276,872.0435839146879,865.50097622419,859.4207307979632,853.9474056931881,849.2255589670453,845.3997486767161,842.6145328793808,841.0144696322204,840.7441169924157,841.9480330171472,844.7707757635957,849.3569032889422,855.8509736503675,864.3975449050517,875.1411751101767,888.2264223229225,903.7978446004701,922.0
